Inek_ID,Irk,Yas,Agirlik_kg,Dogum_Sayisi,Laktasyon_Asamasi,Ureme_Durumu,Yem_Tipi,Yem_Miktari_kg_gun,Yemleme_Sikligi,Su_Tuketimi_L_gun,Walking_Distance(km/day),Grazing_Duration(hrs/day),Rumination_Time(hrs/day),Resting_Hours(hrs/day),Vucut_Sicakligi_C,Nabiz_bpm,Asi_Durumu,Gecmis_Hastaliklar,Saglik_Uyarilari,Ortam_Sicakligi_C,Nem_Yuzde,Mevsim,Barinak_Kosullari,Sut_Verimi_L_gun
COW_0430,Sahiwal,4,480,5,Late,Open,Green Fodder,15.4,4,49,3.37,3.7,8.4,11.4,37.9,65,Yes,Digestive Disorder,Low Activity,15.7,66,Summer,Clean,12.3
COW_0431,Holstein,8,519,1,Early,Inseminated,Dry Fodder,12.0,4,66,3.24,2.5,8.2,11.0,39.0,78,Yes,Digestive Disorder,Low Activity,34.8,49,Winter,Poor,18.6
COW_0432,Gir,9,482,4,Early,Inseminated,Concentrate,22.5,3,30,3.72,7.5,7.9,7.8,38.6,43,Yes,None,High Temp,29.3,60,Summer,Clean,16.0
COW_0433,Jersey,7,410,5,Mid,Open,Concentrate,16.9,4,51,3.32,6.2,8.3,7.5,38.5,68,Yes,Digestive Disorder,Normal,25.9,31,Winter,Clean,11.6
COW_0434,Sahiwal,8,331,3,Late,Inseminated,Green Fodder,24.3,3,69,4.32,7.8,5.4,8.0,38.3,40,Yes,FMD,Normal,31.2,50,Summer,Clean,7.9
COW_0435,Holstein,9,409,2,Mid,Inseminated,Green Fodder,23.5,4,55,4.74,6.6,7.2,7.6,38.3,40,No,FMD,Low Activity,29.5,40,Winter,Poor,11.3
COW_0436,Jersey,4,517,4,Mid,Open,Concentrate,16.5,4,65,4.42,4.9,4.9,11.2,39.1,46,No,Mastitis,Normal,19.4,52,Summer,Poor,9.6
COW_0437,Jersey,9,375,1,Late,Pregnant,Green Fodder,11.7,3,45,1.5,2.2,4.0,11.4,39.5,50,No,None,Normal,16.8,48,Winter,Poor,15.2
COW_0438,Sahiwal,4,429,3,Late,Open,Dry Fodder,11.3,2,64,2.21,2.2,6.8,6.2,37.7,46,No,None,Low Activity,25.2,59,Summer,Clean,10.5
COW_0439,Sahiwal,8,410,1,Early,Inseminated,Dry Fodder,15.8,2,42,1.61,3.4,4.2,11.7,39.0,40,Yes,FMD,Normal,38.6,85,Monsoon,Moderate,18.0
COW_0440,Jersey,3,523,2,Late,Inseminated,Dry Fodder,10.8,4,45,4.58,5.9,6.0,6.9,37.8,48,No,FMD,Low Activity,34.0,57,Winter,Clean,6.0
COW_0441,Gir,2,572,5,Late,Pregnant,Dry Fodder,17.0,4,31,3.46,3.5,6.4,11.9,38.1,53,Yes,None,High Temp,39.7,53,Monsoon,Poor,6.7
COW_0442,Jersey,5,312,6,Dry,Inseminated,Dry Fodder,23.3,4,45,2.41,4.6,8.6,8.1,38.8,59,No,Digestive Disorder,Low Activity,21.5,66,Winter,Moderate,8.7
COW_0443,Sahiwal,8,341,2,Early,Inseminated,Green Fodder,13.3,2,37,4.86,5.2,8.3,8.6,39.3,65,Yes,Digestive Disorder,Normal,24.7,41,Monsoon,Clean,18.1
COW_0444,Sahiwal,8,392,2,Late,Pregnant,Concentrate,19.8,3,44,2.12,4.3,8.1,11.9,39.0,44,No,Mastitis,Low Activity,31.4,36,Winter,Moderate,19.8
COW_0445,Sahiwal,7,404,4,Mid,Open,Dry Fodder,16.6,3,68,3.59,3.6,9.0,7.9,38.1,42,Yes,Mastitis,Normal,26.4,48,Monsoon,Clean,10.5
COW_0446,Sahiwal,6,478,3,Mid,Open,Concentrate,12.7,2,51,1.45,5.3,7.1,7.4,37.6,79,No,None,High Temp,15.8,41,Summer,Poor,13.1
COW_0447,Holstein,6,391,5,Mid,Pregnant,Green Fodder,11.6,4,45,1.4,5.3,7.8,7.4,38.6,48,Yes,Mastitis,Normal,38.8,31,Summer,Moderate,18.8
COW_0448,Gir,10,365,4,Dry,Inseminated,Green Fodder,22.9,3,49,2.26,4.2,7.0,10.0,38.5,57,No,None,Normal,33.5,63,Summer,Moderate,11.1
COW_0449,Holstein,8,453,4,Late,Pregnant,Green Fodder,17.1,2,62,2.99,4.7,7.3,7.6,38.8,56,No,FMD,Normal,16.2,65,Monsoon,Poor,11.7
COW_0450,Gir,8,514,2,Dry,Inseminated,Dry Fodder,16.3,4,67,2.1,3.6,7.6,6.7,37.8,68,Yes,None,Normal,24.0,69,Summer,Clean,15.6
COW_0451,Holstein,6,353,1,Late,Open,Dry Fodder,23.1,4,57,3.69,4.0,8.2,11.1,37.7,63,Yes,None,High Temp,25.9,49,Monsoon,Poor,17.1
COW_0452,Holstein,8,312,6,Dry,Pregnant,Concentrate,16.7,3,31,1.83,2.5,4.3,10.9,37.7,66,Yes,FMD,Normal,27.5,63,Monsoon,Poor,19.5
COW_0453,Holstein,4,374,3,Early,Inseminated,Dry Fodder,19.1,4,35,1.24,2.7,9.6,8.7,38.3,70,Yes,Digestive Disorder,Normal,22.9,56,Summer,Moderate,10.8
COW_0454,Jersey,10,569,5,Early,Inseminated,Green Fodder,17.5,4,62,2.68,6.6,4.7,11.3,38.8,65,Yes,None,Low Activity,24.0,46,Monsoon,Poor,15.1
COW_0455,Jersey,5,395,3,Mid,Pregnant,Concentrate,18.0,2,64,1.96,3.1,8.9,10.6,39.1,51,No,Digestive Disorder,Normal,18.4,87,Winter,Moderate,16.7
COW_0456,Holstein,7,365,4,Mid,Pregnant,Concentrate,20.1,3,40,3.67,7.5,5.2,9.3,38.2,79,No,Mastitis,Normal,39.0,87,Winter,Clean,19.9
COW_0457,Sahiwal,5,440,1,Late,Pregnant,Green Fodder,20.0,2,69,1.07,2.4,6.9,7.3,37.5,56,No,Digestive Disorder,Normal,29.7,84,Summer,Clean,10.1
COW_0458,Holstein,5,494,1,Mid,Inseminated,Green Fodder,18.6,2,32,4.0,6.8,7.6,10.8,38.4,48,No,None,Low Activity,21.1,74,Summer,Poor,19.6
COW_0459,Sahiwal,4,564,3,Dry,Open,Concentrate,23.8,2,37,3.78,6.8,4.6,9.6,39.2,64,No,None,Normal,28.6,76,Monsoon,Clean,19.0
COW_0460,Gir,7,592,1,Dry,Inseminated,Concentrate,19.1,2,68,1.5,2.4,6.0,8.4,38.1,54,Yes,Mastitis,Normal,39.0,37,Winter,Clean,10.5
COW_0461,Sahiwal,7,301,1,Late,Inseminated,Green Fodder,13.5,4,43,2.71,3.7,5.7,11.4,38.4,73,No,Mastitis,Normal,34.4,69,Winter,Poor,16.5
COW_0462,Holstein,5,329,2,Late,Open,Dry Fodder,16.5,4,66,1.79,5.0,5.3,10.1,39.0,52,No,Digestive Disorder,Normal,32.1,33,Monsoon,Poor,14.1
COW_0463,Sahiwal,10,522,6,Dry,Open,Dry Fodder,10.9,3,34,2.38,4.8,4.2,11.5,39.1,69,No,None,Low Activity,26.0,55,Summer,Moderate,5.9
COW_0464,Gir,10,536,5,Mid,Open,Concentrate,14.4,2,30,1.14,7.7,5.0,9.5,38.2,51,No,Mastitis,High Temp,33.5,46,Summer,Poor,7.3
COW_0465,Jersey,8,524,1,Mid,Inseminated,Dry Fodder,19.3,3,32,3.62,4.8,4.5,9.0,38.3,67,Yes,Mastitis,Normal,29.6,49,Summer,Poor,17.7
COW_0466,Sahiwal,4,335,4,Dry,Open,Dry Fodder,14.6,3,35,2.45,3.4,9.4,9.0,39.4,68,No,Mastitis,High Temp,35.7,61,Monsoon,Clean,11.4
COW_0467,Holstein,10,328,5,Late,Inseminated,Concentrate,21.2,4,41,4.03,4.6,8.7,8.2,39.0,77,No,FMD,High Temp,31.5,65,Monsoon,Clean,11.7
COW_0468,Holstein,4,502,5,Early,Pregnant,Green Fodder,13.9,3,63,4.52,3.4,9.9,7.6,38.4,59,Yes,None,Low Activity,27.2,50,Summer,Poor,5.2
COW_0469,Gir,5,416,1,Mid,Open,Concentrate,15.1,2,69,3.94,7.9,5.7,6.2,38.6,41,No,None,Normal,34.6,73,Summer,Poor,11.3
COW_0470,Gir,9,549,2,Late,Pregnant,Green Fodder,17.3,4,59,1.97,5.9,5.7,11.1,37.7,45,No,FMD,High Temp,39.2,51,Summer,Clean,12.9
COW_0471,Gir,7,405,2,Late,Pregnant,Dry Fodder,10.2,4,46,4.7,7.5,6.9,8.7,37.9,48,Yes,Digestive Disorder,Low Activity,33.8,89,Winter,Moderate,16.0
COW_0472,Sahiwal,3,363,5,Mid,Inseminated,Concentrate,23.8,2,67,4.93,6.5,7.1,8.5,37.6,52,Yes,FMD,Normal,16.2,45,Summer,Moderate,7.4
COW_0473,Sahiwal,7,531,4,Dry,Inseminated,Concentrate,17.9,4,44,1.57,3.6,9.4,8.7,39.1,74,Yes,Mastitis,Normal,33.0,30,Monsoon,Clean,16.7
COW_0474,Sahiwal,5,453,1,Dry,Inseminated,Green Fodder,18.6,2,35,2.16,5.3,9.9,8.0,38.3,53,Yes,Digestive Disorder,Normal,19.9,59,Summer,Poor,17.3
COW_0475,Sahiwal,2,337,4,Dry,Inseminated,Concentrate,23.5,3,34,4.79,3.5,4.8,6.9,38.9,52,Yes,FMD,Low Activity,25.0,31,Winter,Moderate,11.4
COW_0476,Sahiwal,5,392,2,Early,Inseminated,Dry Fodder,22.7,3,66,1.2,6.1,9.3,7.3,38.9,54,No,FMD,Low Activity,25.5,70,Winter,Moderate,6.1
COW_0477,Sahiwal,3,534,5,Late,Open,Concentrate,20.8,2,50,3.44,4.1,5.7,10.2,38.4,43,No,Mastitis,Low Activity,30.3,36,Monsoon,Moderate,17.7
COW_0478,Gir,8,330,6,Dry,Open,Green Fodder,12.0,4,48,1.17,2.7,6.0,10.5,38.8,58,No,None,High Temp,20.8,43,Summer,Moderate,13.8
COW_0479,Jersey,7,562,3,Late,Pregnant,Concentrate,21.9,2,48,4.89,6.9,9.9,6.8,38.7,65,No,FMD,Normal,21.9,45,Summer,Moderate,9.4
COW_0480,Gir,6,574,2,Mid,Inseminated,Concentrate,21.9,3,66,1.81,5.6,5.8,8.3,38.7,77,Yes,Mastitis,Low Activity,35.6,39,Monsoon,Moderate,14.9
COW_0481,Sahiwal,6,395,4,Dry,Open,Dry Fodder,15.5,2,59,2.91,2.9,6.1,9.6,38.8,51,No,Digestive Disorder,High Temp,36.4,34,Monsoon,Poor,16.2
COW_0482,Sahiwal,7,444,6,Mid,Pregnant,Concentrate,22.2,3,33,1.21,7.4,6.3,10.0,37.9,76,Yes,None,Low Activity,15.7,47,Winter,Clean,17.8
COW_0483,Sahiwal,8,465,4,Dry,Inseminated,Green Fodder,22.7,3,61,4.65,3.2,9.9,6.0,38.5,65,Yes,Digestive Disorder,High Temp,21.1,72,Monsoon,Poor,9.9
COW_0484,Holstein,10,388,1,Early,Pregnant,Green Fodder,17.8,3,35,2.17,3.6,8.8,11.8,38.3,72,Yes,Mastitis,High Temp,28.5,57,Summer,Poor,17.3
COW_0485,Gir,6,554,2,Mid,Open,Dry Fodder,14.9,2,33,3.21,6.0,6.0,9.5,38.4,68,Yes,Mastitis,Low Activity,26.7,77,Winter,Clean,13.1
COW_0486,Gir,6,346,6,Mid,Open,Green Fodder,12.9,2,67,4.6,7.6,6.0,11.8,39.4,55,Yes,Digestive Disorder,Normal,25.4,57,Summer,Clean,6.5
COW_0487,Gir,7,335,3,Early,Pregnant,Dry Fodder,14.9,3,45,4.25,6.8,8.5,6.1,37.5,66,No,Digestive Disorder,Normal,18.5,36,Monsoon,Clean,15.7
COW_0488,Holstein,7,518,4,Mid,Pregnant,Concentrate,13.0,3,40,4.73,4.9,4.5,6.2,38.4,65,Yes,Digestive Disorder,Low Activity,36.1,46,Summer,Moderate,9.6
COW_0489,Jersey,2,301,1,Early,Open,Green Fodder,18.1,4,45,3.99,5.5,8.9,10.4,38.3,54,No,Mastitis,High Temp,25.8,82,Summer,Moderate,8.9
COW_0490,Holstein,7,510,1,Mid,Open,Concentrate,21.3,4,62,1.59,4.5,9.2,9.1,39.2,63,No,Digestive Disorder,Normal,17.4,82,Monsoon,Clean,14.6
COW_0491,Gir,5,341,1,Late,Pregnant,Green Fodder,23.9,3,36,1.65,5.7,4.4,8.2,37.9,58,Yes,None,Normal,30.3,49,Winter,Moderate,10.9
COW_0492,Gir,9,439,6,Late,Pregnant,Dry Fodder,16.9,2,68,3.66,3.5,6.7,9.3,39.3,56,No,FMD,High Temp,23.7,44,Winter,Clean,18.1
COW_0493,Holstein,2,365,2,Mid,Pregnant,Concentrate,15.7,3,61,3.9,4.3,5.3,11.3,39.3,65,No,None,Normal,22.0,66,Summer,Poor,12.5
COW_0494,Jersey,10,301,1,Mid,Inseminated,Dry Fodder,14.1,2,41,1.22,5.8,9.4,10.3,38.2,46,Yes,FMD,High Temp,25.2,71,Monsoon,Moderate,17.1
COW_0495,Jersey,7,484,6,Late,Inseminated,Concentrate,22.2,4,60,2.15,6.0,4.9,11.7,37.6,63,Yes,FMD,High Temp,29.8,70,Winter,Poor,5.7
COW_0496,Sahiwal,10,464,3,Mid,Open,Concentrate,24.4,4,44,3.38,6.9,6.5,7.4,38.1,75,No,FMD,High Temp,29.8,73,Summer,Moderate,13.5
COW_0497,Sahiwal,4,480,3,Late,Open,Green Fodder,20.3,2,44,1.94,4.6,7.2,8.6,38.8,41,Yes,None,Normal,36.3,78,Winter,Clean,14.6
COW_0498,Jersey,10,547,4,Late,Open,Green Fodder,18.5,3,59,4.76,2.6,6.1,6.1,39.1,72,Yes,Digestive Disorder,High Temp,17.6,69,Winter,Poor,10.0
COW_0499,Jersey,4,340,6,Early,Pregnant,Concentrate,24.8,4,32,3.42,3.6,7.9,9.8,39.2,44,Yes,FMD,Normal,23.1,44,Summer,Poor,13.8
COW_0500,Sahiwal,5,378,4,Late,Inseminated,Green Fodder,18.0,4,32,2.11,3.7,6.4,11.4,39.4,56,No,Mastitis,Normal,17.0,77,Monsoon,Clean,7.8
COW_0501,Holstein,5,562,1,Mid,Open,Dry Fodder,13.6,3,41,2.27,3.1,5.0,8.4,38.9,76,Yes,None,Low Activity,36.9,76,Winter,Moderate,16.8
COW_0502,Sahiwal,8,326,2,Dry,Inseminated,Green Fodder,19.4,2,68,1.96,7.2,4.4,9.1,38.0,43,Yes,FMD,Low Activity,19.9,50,Winter,Moderate,14.4
COW_0503,Gir,9,351,6,Late,Open,Concentrate,20.1,4,35,1.48,6.3,10.0,11.4,37.6,40,Yes,Digestive Disorder,High Temp,33.6,61,Winter,Moderate,7.0
COW_0504,Holstein,6,403,6,Late,Pregnant,Concentrate,10.3,3,49,2.69,4.1,8.3,7.6,39.4,68,Yes,Digestive Disorder,Normal,28.1,39,Winter,Moderate,8.2
COW_0505,Sahiwal,2,331,1,Mid,Open,Green Fodder,11.5,3,43,4.16,7.6,6.5,9.5,39.4,44,Yes,Mastitis,Low Activity,22.1,52,Winter,Moderate,15.9
COW_0506,Sahiwal,6,552,6,Dry,Pregnant,Concentrate,22.4,4,51,1.49,3.8,9.3,11.7,38.7,40,Yes,Mastitis,Normal,18.2,46,Monsoon,Clean,9.1
COW_0507,Gir,3,364,5,Late,Pregnant,Concentrate,18.5,2,46,1.0,6.7,5.5,9.5,37.9,59,No,None,High Temp,36.8,45,Monsoon,Clean,14.1
COW_0508,Jersey,4,343,6,Dry,Pregnant,Concentrate,16.3,2,43,2.71,5.4,8.0,7.2,37.5,50,No,None,Normal,19.6,34,Monsoon,Poor,6.0
COW_0509,Sahiwal,5,515,1,Early,Inseminated,Dry Fodder,20.2,2,64,2.19,6.1,6.6,8.2,38.3,76,No,FMD,High Temp,22.0,81,Summer,Poor,15.7
COW_0510,Holstein,8,427,3,Late,Inseminated,Concentrate,23.6,3,39,2.51,6.7,9.5,6.9,39.4,78,No,FMD,High Temp,21.6,88,Summer,Moderate,8.0
COW_0511,Jersey,10,453,5,Dry,Inseminated,Green Fodder,11.4,2,49,4.8,5.1,5.7,9.9,38.8,54,Yes,Digestive Disorder,Normal,39.5,86,Winter,Moderate,12.9
COW_0512,Jersey,3,385,5,Early,Pregnant,Concentrate,22.2,4,46,3.32,3.9,8.0,8.6,37.8,59,Yes,Mastitis,Low Activity,19.7,75,Summer,Clean,15.8
COW_0513,Sahiwal,10,457,1,Late,Pregnant,Concentrate,21.9,2,38,2.17,7.3,4.9,11.6,39.0,71,Yes,Digestive Disorder,Normal,31.5,90,Summer,Clean,6.3
COW_0514,Holstein,2,426,2,Dry,Open,Green Fodder,14.1,2,51,3.22,4.5,9.4,11.1,38.4,54,Yes,FMD,High Temp,36.2,50,Summer,Moderate,7.4
COW_0515,Sahiwal,6,522,5,Dry,Inseminated,Dry Fodder,19.5,3,53,4.75,7.2,9.5,7.4,38.4,76,Yes,FMD,Low Activity,33.6,90,Monsoon,Moderate,6.2
COW_0516,Holstein,8,597,5,Late,Open,Dry Fodder,17.3,3,38,1.32,5.1,6.0,11.3,37.9,61,No,FMD,High Temp,30.4,87,Monsoon,Clean,18.4
COW_0517,Sahiwal,10,310,2,Mid,Pregnant,Dry Fodder,21.6,3,39,2.93,7.3,9.6,9.6,38.9,53,Yes,Mastitis,High Temp,21.9,88,Summer,Poor,14.1
COW_0518,Holstein,4,474,3,Early,Inseminated,Dry Fodder,21.2,3,51,3.32,3.4,7.6,8.9,38.7,52,Yes,Mastitis,Normal,20.0,41,Winter,Poor,5.4
COW_0519,Sahiwal,9,416,6,Dry,Open,Concentrate,21.9,4,36,1.84,3.9,5.0,6.7,38.3,60,Yes,Mastitis,High Temp,15.3,37,Summer,Clean,13.4
COW_0520,Gir,3,333,3,Dry,Open,Green Fodder,14.3,4,57,3.11,2.3,4.8,6.8,39.2,51,No,FMD,Normal,27.6,86,Winter,Moderate,5.9
COW_0521,Jersey,4,572,5,Late,Open,Green Fodder,12.7,2,52,4.19,3.1,9.3,6.3,38.4,75,No,Digestive Disorder,Normal,35.4,35,Monsoon,Moderate,17.6
COW_0522,Gir,6,390,5,Mid,Pregnant,Dry Fodder,11.1,2,57,2.97,5.9,7.1,8.5,37.6,62,Yes,Mastitis,Low Activity,30.5,64,Winter,Poor,19.7
COW_0523,Holstein,7,511,3,Early,Pregnant,Concentrate,18.8,3,49,1.62,3.1,7.8,11.4,39.4,56,Yes,FMD,High Temp,26.8,62,Summer,Poor,14.2
COW_0524,Sahiwal,6,506,1,Late,Open,Green Fodder,16.4,2,39,1.48,5.6,5.1,11.1,38.0,56,No,Digestive Disorder,Normal,23.7,74,Monsoon,Moderate,16.4
COW_0525,Holstein,6,547,5,Early,Open,Dry Fodder,20.6,3,46,1.53,6.5,5.7,8.0,39.4,45,No,None,High Temp,33.3,89,Summer,Clean,7.7
COW_0526,Jersey,3,429,1,Late,Pregnant,Concentrate,22.4,4,49,1.17,4.7,9.6,8.2,39.1,43,No,Digestive Disorder,Low Activity,31.0,57,Summer,Clean,17.0
COW_0527,Jersey,7,387,5,Late,Pregnant,Concentrate,24.8,4,49,1.14,6.5,5.5,9.4,38.1,45,No,Digestive Disorder,High Temp,18.8,59,Summer,Moderate,9.6
COW_0528,Sahiwal,8,391,4,Late,Pregnant,Concentrate,11.0,3,61,4.97,7.6,6.7,7.4,37.6,66,No,None,Normal,31.3,75,Monsoon,Moderate,13.8
COW_0529,Sahiwal,5,438,1,Dry,Open,Concentrate,15.8,4,59,4.35,3.2,4.4,10.6,38.7,58,Yes,Digestive Disorder,Normal,32.7,52,Monsoon,Moderate,12.9
COW_0530,Holstein,7,488,3,Dry,Pregnant,Green Fodder,16.9,3,52,4.78,3.0,5.4,9.6,38.6,56,Yes,Mastitis,High Temp,20.3,84,Winter,Clean,5.2
COW_0531,Holstein,2,302,2,Late,Inseminated,Concentrate,24.1,3,56,1.6,7.0,6.5,11.9,39.0,41,No,Mastitis,Low Activity,30.7,67,Summer,Poor,16.6
COW_0532,Gir,3,563,1,Mid,Pregnant,Dry Fodder,14.9,3,60,4.16,6.5,9.9,8.0,38.4,69,No,FMD,Normal,35.0,40,Monsoon,Poor,8.7
COW_0533,Jersey,7,573,2,Late,Inseminated,Dry Fodder,10.1,2,42,1.5,3.2,6.4,11.4,38.1,67,Yes,None,High Temp,32.1,86,Winter,Moderate,12.1
COW_0534,Holstein,7,546,3,Dry,Inseminated,Dry Fodder,24.8,3,53,4.23,3.7,4.4,7.7,39.2,40,Yes,Mastitis,High Temp,39.1,49,Monsoon,Clean,9.6
COW_0535,Holstein,2,506,4,Mid,Open,Concentrate,21.3,3,50,3.76,6.9,7.4,11.1,38.1,78,No,None,High Temp,39.3,79,Summer,Clean,9.9
COW_0536,Holstein,4,328,4,Late,Inseminated,Concentrate,21.9,3,46,2.36,4.6,7.8,10.5,37.7,62,No,None,Normal,19.0,38,Summer,Moderate,7.9
COW_0537,Holstein,6,538,4,Dry,Open,Concentrate,10.2,2,57,3.1,2.8,9.4,6.8,38.3,52,No,Mastitis,High Temp,39.4,63,Summer,Poor,14.0
COW_0538,Gir,8,548,3,Dry,Pregnant,Concentrate,22.5,2,47,2.1,3.0,4.6,10.2,39.0,50,Yes,FMD,Normal,34.4,35,Monsoon,Poor,7.0
COW_0539,Sahiwal,4,522,5,Early,Inseminated,Concentrate,12.9,3,56,1.35,7.4,9.8,6.9,37.6,52,No,None,Normal,30.4,74,Winter,Poor,16.4
COW_0540,Sahiwal,5,397,2,Mid,Inseminated,Green Fodder,19.1,4,51,1.67,7.2,6.8,10.4,39.2,60,No,FMD,High Temp,32.6,50,Winter,Moderate,13.6
COW_0541,Holstein,9,491,3,Mid,Pregnant,Concentrate,19.5,3,63,3.35,5.8,9.3,8.3,38.3,67,Yes,Mastitis,High Temp,24.5,81,Monsoon,Poor,12.1
COW_0542,Gir,10,406,4,Dry,Open,Concentrate,19.8,4,43,4.35,4.0,7.6,8.2,38.3,70,No,Digestive Disorder,High Temp,20.4,54,Monsoon,Clean,13.2
COW_0543,Holstein,10,429,6,Mid,Open,Green Fodder,16.3,2,36,2.03,7.8,9.1,10.4,38.8,71,No,Mastitis,High Temp,31.6,51,Winter,Moderate,13.7
COW_0544,Jersey,6,527,1,Dry,Inseminated,Concentrate,22.4,3,40,4.88,2.7,4.2,9.0,38.0,69,Yes,Digestive Disorder,Normal,35.5,54,Winter,Moderate,13.4
COW_0545,Jersey,3,301,1,Dry,Pregnant,Concentrate,17.0,3,31,1.18,2.7,4.9,8.1,38.0,40,No,Digestive Disorder,Normal,37.4,63,Summer,Moderate,15.6
COW_0546,Jersey,7,354,2,Mid,Inseminated,Green Fodder,13.4,3,40,1.34,6.3,6.8,8.8,39.2,47,Yes,Digestive Disorder,Low Activity,35.9,86,Monsoon,Poor,12.4
COW_0547,Sahiwal,4,313,1,Dry,Pregnant,Concentrate,19.1,2,30,1.97,5.6,9.5,9.8,38.5,66,Yes,Mastitis,Low Activity,27.3,87,Summer,Moderate,7.2
COW_0548,Holstein,7,456,3,Late,Inseminated,Dry Fodder,21.7,3,68,1.97,6.9,6.4,10.0,38.5,78,No,Digestive Disorder,High Temp,36.6,80,Monsoon,Clean,9.0
COW_0549,Holstein,3,324,3,Dry,Inseminated,Dry Fodder,20.9,3,45,4.46,4.9,5.7,11.4,39.0,57,Yes,Digestive Disorder,Low Activity,26.0,81,Winter,Moderate,9.2
COW_0550,Gir,3,337,3,Mid,Inseminated,Dry Fodder,16.9,4,50,1.44,4.0,6.2,11.0,37.7,42,Yes,FMD,Normal,25.8,63,Monsoon,Moderate,16.0
COW_0551,Jersey,3,534,5,Early,Pregnant,Dry Fodder,12.1,2,32,3.49,2.4,5.0,10.2,39.3,67,Yes,Mastitis,Low Activity,37.7,46,Winter,Clean,18.9
COW_0552,Sahiwal,3,509,4,Dry,Inseminated,Dry Fodder,17.4,3,48,2.18,4.6,6.2,11.1,37.5,78,Yes,Digestive Disorder,High Temp,18.1,75,Monsoon,Moderate,9.4
COW_0553,Jersey,8,448,5,Mid,Open,Concentrate,17.9,2,56,1.61,5.6,7.2,7.2,38.6,67,Yes,FMD,Low Activity,18.8,50,Monsoon,Poor,7.2
COW_0554,Jersey,9,508,5,Late,Inseminated,Dry Fodder,15.2,3,39,2.61,3.4,9.2,10.9,38.4,67,Yes,None,Low Activity,29.8,72,Summer,Poor,14.4
COW_0555,Gir,7,567,4,Dry,Open,Concentrate,19.8,2,56,1.77,4.0,5.5,6.6,38.6,67,No,FMD,High Temp,18.8,44,Winter,Moderate,19.7
COW_0556,Jersey,4,316,1,Dry,Inseminated,Concentrate,19.6,2,52,1.59,7.6,7.3,10.5,38.0,69,Yes,Mastitis,Low Activity,25.8,85,Winter,Clean,13.7
COW_0557,Sahiwal,4,569,6,Dry,Pregnant,Dry Fodder,22.5,4,63,1.44,7.1,5.7,7.6,38.3,75,No,None,Normal,34.3,76,Monsoon,Moderate,18.5
COW_0558,Jersey,4,314,2,Early,Inseminated,Green Fodder,15.4,2,69,1.18,4.7,5.1,6.8,38.7,67,Yes,FMD,Low Activity,36.0,60,Monsoon,Poor,11.5
COW_0559,Sahiwal,7,353,6,Dry,Open,Dry Fodder,14.4,4,39,1.72,5.1,4.7,11.0,39.0,47,Yes,None,High Temp,25.3,41,Monsoon,Poor,19.4
COW_0560,Sahiwal,2,577,5,Late,Inseminated,Dry Fodder,15.0,4,68,3.29,7.4,8.2,10.1,38.4,47,Yes,FMD,High Temp,21.9,79,Monsoon,Clean,10.4
COW_0561,Holstein,4,468,4,Mid,Inseminated,Concentrate,11.8,3,33,2.38,3.6,5.9,11.5,38.3,47,No,None,High Temp,16.8,67,Winter,Moderate,15.3
COW_0562,Holstein,9,488,4,Early,Pregnant,Dry Fodder,14.1,2,36,1.64,3.3,5.7,9.7,38.8,65,Yes,Digestive Disorder,Low Activity,28.8,53,Monsoon,Moderate,9.6
COW_0563,Gir,10,508,3,Early,Pregnant,Dry Fodder,17.2,3,42,4.08,6.2,9.1,7.0,37.8,61,Yes,None,Low Activity,20.4,63,Summer,Moderate,19.6
COW_0564,Jersey,2,316,4,Dry,Pregnant,Dry Fodder,21.9,3,55,1.42,7.8,4.7,7.4,37.5,80,Yes,Mastitis,Normal,35.7,73,Winter,Poor,7.4
COW_0565,Sahiwal,8,582,4,Dry,Inseminated,Green Fodder,11.1,2,47,2.75,5.6,4.2,10.4,38.5,75,Yes,None,Low Activity,30.6,40,Winter,Poor,15.0
COW_0566,Holstein,7,416,5,Late,Pregnant,Green Fodder,20.8,3,68,3.87,5.5,5.1,9.6,37.5,80,Yes,FMD,Normal,29.2,30,Summer,Clean,13.8
COW_0567,Jersey,10,585,5,Late,Open,Green Fodder,11.0,3,51,2.82,3.9,9.9,11.5,37.6,56,Yes,Mastitis,Normal,25.6,37,Summer,Moderate,15.2
COW_0568,Gir,8,473,6,Dry,Open,Dry Fodder,22.4,3,60,2.31,7.5,8.3,7.9,38.2,77,No,Mastitis,Low Activity,34.7,35,Summer,Moderate,7.4
COW_0569,Holstein,2,599,6,Early,Open,Green Fodder,19.4,4,50,3.12,4.2,8.7,10.5,39.1,42,No,Digestive Disorder,High Temp,39.6,68,Summer,Clean,15.7
COW_0570,Gir,6,333,5,Mid,Open,Dry Fodder,19.5,2,33,1.35,7.6,6.9,9.2,39.4,60,No,Digestive Disorder,Normal,33.3,34,Monsoon,Moderate,13.7
COW_0571,Gir,6,435,6,Dry,Inseminated,Dry Fodder,11.9,4,39,3.22,7.8,6.0,11.8,39.0,66,Yes,Mastitis,Normal,26.7,40,Summer,Clean,8.4
COW_0572,Sahiwal,4,300,1,Mid,Pregnant,Concentrate,17.2,4,48,2.98,2.8,6.5,7.9,38.3,78,Yes,None,High Temp,24.0,90,Summer,Poor,5.5
COW_0573,Jersey,3,474,4,Mid,Pregnant,Dry Fodder,23.0,4,42,2.61,2.9,5.3,10.2,39.4,62,No,FMD,High Temp,25.8,49,Summer,Poor,7.4
